dr_ndrugs,dr_kol,revenue,profit,abc_amount,abc_revenue,abc_profit,xyz
СФМ ПЕРЧАТКИ СМОТР. Н/СТЕР. ЛАТ. ОПУДР. Р.L (8-9) №100 (50ПАР) [SFM],2.0,1198.0,52.0,B,B,C,
СФМ ПЕРЧАТКИ СМОТР. Н/СТЕР. ЛАТ. ОПУДР. Р.S (6-7) №100 (50ПАР) [SFM],0.26,258.88,52.6422,C,C,C,
СФМ ПЕРЧАТКИ СМОТР. Н/СТЕР. ЛАТ. ТЕКСТУРИР. Н/ОПУДР. Р.L №100 (50ПАР) [SFM],0.42000000000000004,603.12,172.47720000000004,C,B,B,
СФМ ПЕРЧАТКИ СМОТР. Н/СТЕР. ЛАТ. ТЕКСТУРИР. Н/ОПУДР. Р.M №100 (50ПАР) [SFM],2.0,2803.96,831.6700000000001,B,A,A,Z
СФМ ПЕРЧАТКИ СМОТР. ФИОЛ.-ГОЛУБЫЕ Н/СТЕР. Н/ОПУДР. НИТРИЛ ТЕКСТУРИР Р.M(7-8) №200 (100ПАР) [SFM],0.07,100.15,26.50230000000001,,C,C,
СФМ ПЕРЧАТКИ ХИРУРГ. СТЕР. ЛАТ. Н/ОПУДР. ТЕКСТ. АНАТОМ. Р.7 №1 (ПАРА)[SFM],2.0,150.0,6.780000000000001,B,C,,
"СФМ ПЕРЧАТКИ ХИРУРГ. СТЕР. ЛАТ. Н/ОПУДР. ТЕКСТ. АНАТОМ. Р.7,5 №1 (ПАРА) [SFM]",4.0,436.0,159.2,B,C,B,
СФМ ПЕРЧАТКИ ХИРУРГ. СТЕР. ЛАТ. Н/ОПУДР. ТЕКСТ. АНАТОМ. Р.8 №1 (ПАРА) [SFM],2.0,154.0,59.92,B,C,C,
"СФМ ПЕРЧАТКИ ХИРУРГ. СТЕР. ЛАТ. ОПУДР. ТЕКСТ. АНАТОМ. Р.7,5 №1 (ПАРА) [SFM]",2.0,92.0,4.219999999999999,B,C,,
СФМ СИСТЕМА Д/В/В ИНФУЗ. Р-РОВ №1 [SFM],60.0,3716.63,1397.64,A,A,A,
"СФМ СИСТЕМА Д/ПЕРЕЛ. Р-РОВ ИГЛА G21 0,8Х40ММ №1 ПЛАСТ.ШИП [SFM]",87.0,4677.22,1705.06,A,A,A,Z
СФМ СИСТЕМА Д/ПЕРЕЛИВ. ИНФУЗ. Р-РОВ №1 ПЛАСТ.ИГЛА [SFM],2.0,50.0,18.92,B,C,C,
"СФМ ШПРИЦ 10МЛ. 3-Х КОМП. 0,8Х40ММ 21G №5 [SFM]",42.4,5420.78,1913.582,A,A,A,
"СФМ ШПРИЦ 20МЛ. 3-Х КОМП. 0,8Х40ММ 21G №5 [SFM]",14.4,2582.4,890.692,A,A,A,Z
"СФМ ШПРИЦ 2МЛ. 2-Х КОМП. 23G 0,6Х30ММ №100 [SFM]",0.27,251.4,72.81930000000001,C,C,C,
"СФМ ШПРИЦ 2МЛ. 3-Х КОМП. 0,60Х30ММ 23G №100 [SFM]",1.69,1501.5900000000001,350.96219999999994,C,B,A,Z
"СФМ ШПРИЦ 2МЛ. 3-Х КОМП. 0,63Х32ММ 23G №1 [SFM]",44.0,569.0,235.48000000000002,A,B,B,Z
"СФМ ШПРИЦ 2МЛ. 3-Х КОМП. 0,63Х32ММ 23G №10 [SFM]",78.1,13232.0,4367.664,A,A,A,
"СФМ ШПРИЦ 2МЛ. 3-Х КОМП. 0,63Х32ММ 23G №100 [SFM]",1.48,1278.31,147.84400000000005,C,B,B,Z
"СФМ ШПРИЦ 2МЛ. 3-Х КОМП. 0,7Х40ММ 22G №10 [SFM]",2.6,690.14,227.678,B,B,B,
"СФМ ШПРИЦ 3МЛ. 3-Х КОМП. 0,6Х30ММ 23G №10 [SFM]",55.6,10136.32,3431.232,A,A,A,
"СФМ ШПРИЦ 3МЛ. 3-Х КОМП. 0,6Х30ММ 23G №100 [SFM]",2.46,2161.6400000000003,526.3858,B,A,A,Z
"СФМ ШПРИЦ 3МЛ. 3-Х КОМП. 0,6Х30ММ 23G №1[SFM]",42.0,738.0,271.38,A,B,B,Z
"СФМ ШПРИЦ 50МЛ. 3-Х КОМП. 1,2X40ММ 18G №1[SFM]",19.0,1191.0,438.47999999999996,A,B,A,Z
"СФМ ШПРИЦ 5МЛ. 3-Х КОМП. 0,7Х40ММ 22G №1 [SFM]",37.0,707.0,272.65,A,B,B,Z
"СФМ ШПРИЦ 5МЛ. 3-Х КОМП. 0,7Х40ММ 22G №10 [SFM]",115.6,22169.15,7579.148,A,A,A,
"СФМ ШПРИЦ 5МЛ. 3-Х КОМП. 0,7Х40ММ 22G №100 [SFM]",1.49,1810.0300000000002,473.19240000000013,C,A,A,Z
"СФМ ШПРИЦ ИНСУЛИН. 0,5МЛ. 3-Х КОМП. U-100 0,33Х12,7ММ G29 №10 [SFM]",3.0,489.0,169.89,B,B,B,
"СФМ ШПРИЦ ИНСУЛИН. 1МЛ. 3-Х КОМП. U-100 0,33Х12,7ММ G29 №10 [SFM]",26.4,7182.2,2455.626,A,A,A,
"ТАБЕКС 1,5МГ. №100 ТАБ. ПП/О",5.0,7475.0,989.1999999999998,B,A,A,X
ТАБЛЕТКИ МЯТНЫЕ №10 ТАБ. Д/РАСС. /ВИФИТЕХ/,2.0,46.0,13.380000000000003,B,C,,
ТАБЛЕТКИ ОТ КАШЛЯ РЕНЕВАЛ №20 /ОБНОВЛЕНИЕ/,2.0,210.0,62.18000000000001,B,C,C,
ТАБЛЕТКИ ОТ КАШЛЯ №20 /ВИФИТЕХ/,8.0,435.0,144.53,A,C,B,Z
ТАБЛЕТКИ ОТ КАШЛЯ №20 /ТАТХИМФАРМ/,16.0,901.0,316.86,A,B,A,Z
ТАБЛЕТКИ ОТ КАШЛЯ №30 /ТАТХИМФАРМ/,1.0,90.0,26.880000000000003,C,C,C,
ТАБЛЕТНИЦА-КОНТЕЙНЕР ПИЛЮЛЯ МИНИ,1.0,76.0,11.36,C,C,,
ТАБЛЕТНИЦА-КОНТЕЙНЕР ПИЛЮЛЯ НА ОДИН ДЕНЬ Д/ТАБ. /АРТ.1556/74100/,2.0,310.0,88.46000000000001,B,C,C,
ТАВАНИК 500МГ. №10 ТАБ. П/П/О /САНОФИ-АВЕНТИС/,5.0,3126.0,142.75,B,A,B,Z
ТАВАНИК 500МГ. №5 ТАБ. П/П/О /САНОФИ-АВЕНТИС/,2.0,729.0,138.60000000000002,B,B,B,
ТАВЕГИЛ 1МГ. №20 ТАБ.,10.0,3083.0,763.7,A,A,A,
ТАГИСТА 16МГ. №30 ТАБ. /НИЖФАРМ/,9.0,984.0,147.12,A,B,B,Z
ТАГИСТА 24МГ. №30 ТАБ. /НИЖФАРМ/,5.0,639.04,81.56000000000003,B,B,C,
ТАДАЛАФИЛ-СЗ 20МГ. №10 ТАБ. П/П/О,1.0,587.0,130.42000000000002,C,B,B,
ТАДАЛАФИЛ-СЗ 20МГ. №4 ТАБ. П/П/О,1.0,368.0,92.19,C,C,C,
ТАДАЛАФИЛ-СЗ 20МГ. №8 ТАБ. П/П/О,1.0,687.0,167.01999999999998,C,B,B,
ТАДАЛАФИЛ-СЗ 5МГ. №30 ТАБ. П/П/О,7.0,4667.7,899.6600000000001,A,A,A,Z
ТАЕЖНАЯ СМОЛКА ЖИВИЦА ЖЕВ.РЕЗИНКА КЕДР №5,2.0,84.0,32.38,B,C,C,
ТАЕЖНАЯ СМОЛКА ЖИВИЦА ЖЕВ.РЕЗИНКА КЛЮКВА №5,7.0,294.0,112.77,A,C,B,
ТАЕЖНАЯ СМОЛКА ЖИВИЦА ЖЕВ.РЕЗИНКА МЯТА 800МГ. №5,4.0,155.0,55.78,B,C,C,
ТАЕЖНАЯ СМОЛКА ЖИВИЦА ЖЕВ.РЕЗИНКА ШИПОВНИК №5,4.0,168.0,65.16,B,C,C,
"ТАКРОПИК 0,03% 15Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА /АКРИХИН/",1.0,528.5,88.75999999999999,C,B,C,
"ТАКРОПИК 0,1% 15Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА /АКРИХИН/",2.0,1175.0,119.44000000000005,B,B,B,
ТАМИЗ 200МГ. №20 КАПС.,2.0,243.0,40.53,B,C,C,
ТАМИФЛЮ 75МГ. №10 КАПС. /ХОФФМАНН/,4.0,3712.0,253.5,B,A,B,
"ТАМСУЛОЗИН 0,4МГ. №90 КАПС.ПРОЛОНГ. /ВЕРТЕКС/",2.0,2129.0,206.20000000000005,B,A,B,
ТАНА ШАМПУНЬ П/ПЕРХОТИ ДЕГТЯРНЫЙ 300МЛ.,1.0,244.0,85.08000000000001,C,C,C,
ТАНАКАН 40МГ. №30 ТАБ. П/О,2.0,1668.0,308.31000000000006,B,A,A,
ТАНАКАН 40МГ. №90 ТАБ. П/О,2.0,3948.0,868.5,B,A,A,
ТАНАЦЕХОЛ 50МГ. №30 ТАБ.,3.0,220.0,66.88999999999999,B,C,C,
"ТАНТУМ ВЕРДЕ 0,15% 120МЛ. Р-Р Д/МЕСТ.ПРИМ. ФЛ.",5.0,1989.0,497.78000000000003,B,A,A,
"ТАНТУМ ВЕРДЕ 0,15% 240МЛ. Р-Р Д/МЕСТ.ПРИМ. ФЛ.",3.0,1581.0,272.09000000000003,B,B,B,
"ТАНТУМ ВЕРДЕ 0,255МКГ/ДОЗА 30МЛ. 176ДОЗ СПРЕЙ Д/МЕСТ.ПРИМ. ДОЗИР. ФЛ.",42.0,18194.22,3741.16,A,A,A,Z
ТАНТУМ ВЕРДЕ 4 ВКУСА 3МГ. №40 ТАБ. Д/РАСС.,3.0,1540.0,352.85999999999996,B,B,A,
ТАНТУМ ВЕРДЕ ЛИМОН 3МГ. №20 ТАБ. Д/РАСС.,1.0,361.0,87.88,C,C,C,
ТАНТУМ ВЕРДЕ МЯТА 3МГ. №20 ТАБ. Д/РАСС.,1.0,300.0,20.720000000000027,C,C,C,
ТАНТУМ ВЕРДЕ МЯТА 3МГ. №40 ТАБ. Д/РАСС.,1.0,559.0,151.32999999999998,C,B,B,
"ТАНТУМ ВЕРДЕ ФОРТЕ 0,51МГ/ДОЗА 15МЛ. СПРЕЙ Д/МЕСТ.ПРИМ. ДОЗИР. ФЛ.",2.0,976.0,222.47000000000003,B,B,B,
ТАНТУМ ВЕРДЕ ЭВКАЛИПТ 3МГ. №40 ТАБ. Д/РАСС.,2.0,1032.0,230.63,B,B,B,
ТАРДИФЕРОН 80МГ. №30 ТАБ.ПРОЛОНГ. П/П/О,12.0,6100.74,1160.57,A,A,A,Z
ТАРЖИФОРТ №10 СУПП. ВАГ. /ФАРМАПРИМ/АВЕКСИМА/,1.0,753.0,174.99,C,B,B,
ТАУРИН 1000 400МГ. №90 КАПС.,1.0,536.0,24.139999999999986,C,B,C,
ТАУРИН 4% 10МЛ. ГЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/,24.0,656.0,194.63,A,B,B,Z
ТАУРИН 4% 10МЛ. ГЛ.КАПЛИ ФЛ./КАП. /СЛАВЯНСКАЯ АПТЕКА/,34.0,1528.4,515.3,A,B,A,Y
ТАУРИН 4% 5МЛ. ГЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/,10.0,183.0,65.7,A,C,C,Z
ТАУРИН РЕНЕВАЛ 4% 10МЛ. №1 ГЛ.КАПЛИ ТЮБ./КАП. /ОБНОВЛЕНИЕ/,1.0,157.0,7.069999999999993,C,C,,
ТАУРИН-ДИА 4% 10МЛ. ГЛ.КАПЛИ ФЛ./КАП.,3.0,95.0,28.58,B,C,C,
ТАУФОН 4% 10МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП. /ОТИСИФАРМ/ФАРМСТАНДАРТ/,191.0,22986.1,1540.8600000000004,A,A,A,
ТАУФОН 4% 10МЛ. №3 ГЛ.КАПЛИ ФЛ./КАП. /ОТИСИФАРМ/ФАРМСТАНДАРТ/,1.0,378.0,19.75999999999999,C,C,C,
ТАУФОН ТАБС ЛЮТЕИН №120 ТАБ. П/О /ОТИСИФАРМ/ФАРМСТАНДАРТ/,1.0,445.0,20.319999999999993,C,C,C,
ТАУФОН ТАБС ЛЮТЕИН №30 ТАБ. П/О /ОТИСИФАРМ/ФАРМСТАНДАРТ/,1.0,287.0,54.16,C,C,C,
ТАУФОН ТАБС ЛЮТЕИН №60 ТАБ. П/О /ОТИСИФАРМ/ФАРМСТАНДАРТ/,3.0,1644.0,377.45,B,A,A,
ТАФЕН НАЗАЛЬ 50МКГ/ДОЗА 200ДОЗ 10МЛ. №1 НАЗАЛ.СПРЕЙ ФЛ. /ЛЕК/,3.0,1075.0,88.67000000000002,B,B,C,
"ТАФЛОТАН 0,0015% 0,3МЛ. №30 ГЛ.КАПЛИ ТЮБ./КАП. /САНТЭН/",1.0,883.0,84.33000000000004,C,B,C,
ТЕАЛОЗ ДУО Р-Р УВЛАЖН. Д/ГЛАЗ 10МЛ. ФЛ.,1.0,1131.0,206.99,C,B,B,
ТЕАЛОЗ Р-Р УВЛАЖН. Д/ГЛАЗ 10МЛ. ФЛ.,3.0,2482.0,688.6700000000001,B,A,A,
ТЕБАНТИН 300МГ. №100 КАПС. /ГЕДЕОН РИХТЕР/,1.0,1721.0,221.8699999999999,C,A,B,
ТЕБАНТИН 300МГ. №50 КАПС. /ГЕДЕОН РИХТЕР/,6.0,6347.57,1412.14,A,A,A,
ТЕЙМУРОВА ПАСТА 30Г. ПАСТА Д/НАРУЖ.ПРИМ. ТУБА /ТУЛЬСКАЯ ФФ/,4.0,198.0,72.97999999999999,B,C,C,
ТЕЙМУРОВА ПАСТА 50Г. ПАСТА Д/НАРУЖ.ПРИМ. /ТУЛЬСКАЯ ФФ/,5.0,270.0,98.44,B,C,B,
ТЕКМАР БАТОНЧИК-МЮСЛИ МАЛИНА+БРУСНИКА 30Г. Б/САХ.,2.0,72.0,28.560000000000002,B,C,C,
ТЕКСАРЕД 20МГ. №1 ЛИОФ. Д/Р-РА Д/ИН. + ВОДА Д/ИН. 2МЛ. №1 АМП.,9.0,2108.0,391.25,A,A,A,
ТЕКСАРЕД 20МГ. №10 ТАБ. П/П/О,2.0,1011.0,268.25,B,B,B,
ТЕКСАРЕД 20МГ. №3 ЛИОФ. Д/Р-РА Д/ИН. ФЛ. + ВОДА Д/ИН. 2МЛ. №3 АМП.,4.0,2562.7,495.71999999999997,B,A,A,
ТЕЛЗАП 40МГ. №30 ТАБ.,4.0,1838.0,337.52,B,A,A,
ТЕЛЗАП 40МГ. №90 ТАБ.,2.333333,2248.6663,412.5665933,B,A,A,
ТЕЛЗАП 80МГ. №30 ТАБ.,1.0,529.0,93.55000000000001,C,B,C,
ТЕЛЗАП 80МГ. №90 ТАБ.,2.0,2541.0,342.98,B,A,A,
ТЕЛЗАП АМ 5МГ.+80МГ. №28 ТАБ.,1.0,672.0,181.85000000000002,C,B,B,
ТЕЛМИСАРТАН-СЗ 40МГ. №30 ТАБ.,3.0,868.0,188.98999999999998,B,B,B,
ТЕЛМИСАРТАН-СЗ 80МГ. №28 ТАБ.,1.0,456.0,106.11000000000001,C,C,B,
ТЕЛМИСТА 40МГ. №28 ТАБ.,5.0,1965.0,473.39,B,A,A,Z
ТЕЛМИСТА 80МГ. №28 ТАБ.,1.0,504.0,131.25,C,B,B,
ТЕЛМИСТА 80МГ. №84 ТАБ.,1.0,1120.0,227.82000000000005,C,B,B,
"ТЕЛМИСТА Н 12,5+40МГ. №28 ТАБ.",1.0,375.0,70.26999999999998,C,C,C,
"ТЕЛМИСТА Н 12,5+40МГ. №84 ТАБ.",1.0,1119.0,223.87,C,B,B,
"ТЕЛМИСТА Н 12,5+80МГ. №28 ТАБ.",1.0,572.0,109.35000000000002,C,B,B,
ТЕЛСАРТАН 80МГ. №30 ТАБ.,1.0,333.0,16.139999999999986,C,C,C,
ТЕМПАЛГИН №20 ТАБ. П/П/О,38.0,9333.92,2309.97,A,A,A,Z
ТЕНА ЛЕДИ ПРОКЛАДКИ НОРМАЛ №24 [TENA LADY],1.0,615.0,150.74,C,B,B,
ТЕНА ЛЕДИ ПРОКЛАДКИ СЛИМ УЛЬТРА МИНИ №28 [TENA LADY],2.0,997.0,341.63,B,B,A,
ТЕНА ПОДГУЗНИКИ-ТРУСЫ Д/ВЗР. ПАНТС НОРМАЛ Р.S №15 [TENA],1.0,997.0,44.860000000000014,C,B,C,
ТЕНОРИК 100МГ.+25МГ. №28 ТАБ. П/П/О,10.0,3848.0,825.32,A,A,A,Z
"ТЕНОРИК 50МГ.+12,5МГ. №28 ТАБ. П/П/О",8.0,2040.13,489.76,A,A,A,Z
ТЕНОТЕН №40 ДЕТСКИЙ ТАБ. Д/РАСС.,7.0,2958.44,572.26,A,A,A,Z
ТЕНОТЕН №40 ТАБ. Д/РАСС.,9.0,3914.0,963.23,A,A,A,Z
ТЕОПЭК 100МГ. №50 ТАБ.ПРОЛОНГ.,2.0,393.0,86.08999999999997,B,C,C,
ТЕОПЭК 200МГ. №50 ТАБ.ПРОЛОНГ.,2.0,513.81,131.64000000000001,B,B,B,
ТЕРАЛИВ 275МГ. №12 ТАБ. П/П/О,1.0,286.0,79.02000000000001,C,C,C,
ТЕРАЛИВ 275МГ. №24 ТАБ. П/П/О,3.0,1270.0,294.15999999999997,B,B,A,
ТЕРАЛИДЖЕН 5МГ. №100 ТАБ. П/П/О,0.75,1645.0,218.60500000000008,C,A,B,
ТЕРАЛИДЖЕН 5МГ. №25 ТАБ. П/П/О,1.0,1007.0,272.19000000000005,C,B,B,
ТЕРАЛИДЖЕН 5МГ. №50 ТАБ. П/П/О,3.0,4056.0,692.56,B,A,A,
ТЕРАФЛЕКС 500+400МГ. №100 КАПС.,1.0,2358.0,308.1199999999999,C,A,A,
ТЕРАФЛЕКС АДВАНС №120 КАПС.,1.0,2863.0,288.1199999999999,C,A,A,
ТЕРАФЛЕКС ХОНДРОКРЕМ ФОРТЕ 1%+5% 100Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА,1.0,739.0,137.29999999999995,C,B,B,
ТЕРАФЛЕКС ХОНДРОКРЕМ ФОРТЕ 1%+5% 50Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА,10.0,4168.0,919.8300000000002,A,A,A,
ТЕРАФЛЮ ЛАР МЕНТОЛ 1МГ+2МГ. №20 ТАБ. Д/РАСС.,1.0,327.0,81.38999999999999,C,C,C,
ТЕРАФЛЮ ЛЕСНЫЕ ЯГОДЫ ОТ ГРИППА И ПРОСТУДЫ №10 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.,6.5,4303.4,992.978,A,A,A,Z
ТЕРАФЛЮ ЛЕСНЫЕ ЯГОДЫ ОТ ГРИППА И ПРОСТУДЫ №10 ПОР. ПАК.,0.3,201.29999999999998,51.108000000000004,C,C,C,
"ТЕРАФЛЮ ЛИМОН ОТ ГРИППА И ПРОСТУДЫ 22,1Г. №10 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.",32.5,17813.32,3240.5040000000004,A,A,A,Z
"ТЕРАФЛЮ ЛИМОН ОТ ГРИППА И ПРОСТУДЫ 22,1Г. №14 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.",12.571424,9315.140886000001,1953.2850050299999,A,A,A,Z
"ТЕРАФЛЮ ЛИМОН ОТ ГРИППА И ПРОСТУДЫ 22,1Г. №4 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.",42.0,12466.55,3289.28,A,A,A,Z
ТЕРАФЛЮ ЛИМОН ОТ ГРИППА И ПРОСТУДЫ №10 ПОР. ПАК.,6.3,3583.77,777.1940000000001,A,A,A,
ТЕРАФЛЮ ЛИМОН ОТ ГРИППА И ПРОСТУДЫ №4 ПОР. ПАК.,4.0,1178.0,323.88,B,B,A,
ТЕРАФЛЮ МАКС ЛИМОН 5Г. №8 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.,1.25,708.0,173.35250000000002,C,B,B,
ТЕРАФЛЮ ЭКСТРА ЛИМОН ОТ ГРИППА И ПРОСТУДЫ 15Г. №10 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ПАК.,10.5,7187.7,1639.7050000000004,A,A,A,Z
ТЕРАФЛЮ ЭКСТРА ОТ ГРИППА И ПРОСТУДЫ №10 ПОР. ПАК. ЛИМОН,1.4,1117.0,283.968,C,B,B,
ТЕРАФЛЮ ЭКСТРАТАБ №10 ТАБ. П/О,2.0,626.0,165.89,B,B,B,
ТЕРБИЗИЛ 1% 15Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА /ГЕДЕОН РИХТЕР/,1.0,370.0,92.51999999999998,C,C,C,
ТЕРБИНАФИН 1% 15Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА /БЕЛМЕДПРЕПАРАТЫ/,4.0,280.0,96.9,B,C,B,
ТЕРБИНАФИН 1% 15Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА /БИОСИНТЕЗ/,3.0,210.0,44.39999999999999,B,C,C,
ТЕРБИНАФИН 1% 20Г. СПРЕЙ /ВИПС-МЕД/,2.0,494.0,129.27999999999997,B,B,B,
ТЕРБИНАФИН 1% 30Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА /ВЕРТЕ/,8.0,2993.0,702.0299999999999,A,A,A,X
ТЕРБИНАФИН 250МГ. №28 ТАБ.,1.0,445.0,22.20999999999998,C,C,C,
ТЕРБИНАФИН 250МГ. №28 ТАБ. /МЕДИСОРБ/,8.0,3321.0,722.69,A,A,A,Z
ТЕРБИНАФИН-МФФ 1% 15Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА /МОСФАРМА/,1.0,52.0,12.490000000000002,C,C,,
ТЕРБИНАФИН-МФФ 250МГ. №10 ТАБ. /МОСФАРМА/,3.0,445.38,78.30999999999999,B,C,C,
ТЕРБИНАФИН-ТЕВА 250МГ. №28 ТАБ.,3.0,2740.0,516.0600000000001,B,A,A,
ТЕРЕЗА МЕД ПЕЛЕНКИ НОРМАЛ 60Х60 850МЛ. №30 [TEREZA],1.0,408.0,139.61,C,C,B,
ТЕРЕЗА МЕД ПЕЛЕНКИ СУПЕР 60Х90 №5 [TEREZA],2.0,662.0,151.97999999999996,B,B,B,
ТЕРЕЗА МЕД ПОДГУЗНИКИ Д/ВЗР. ЭКСТРА Р.2 M №28 [TEREZA],0.5,918.0,173.74,C,B,B,
ТЕРЕЗА МЕД ПОДГУЗНИКИ Д/ВЗР. ЭКСТРА Р.3 L №28 [TEREZA],0.285714,684.9578720000001,174.52695386000002,C,B,B,
ТЕРЖИНАН №10 ТАБ. ВАГ.,7.0,5849.0,788.26,A,A,A,Z
ТЕРЖИНАН №6 ТАБ. ВАГ.,7.0,4320.0,462.1600000000001,A,A,A,Z
ТЕРМОМЕТР Д/ВОДЫ РЫБКА ТБ-301,1.0,202.0,72.03999999999999,C,C,C,
ТЕРМОМЕТР ИНФРАКРАСН. DT-635 ЦИФРОВОЙ №1,1.0,1679.0,387.5,C,A,A,
ТЕРМОМЕТР МЕД. МАКС. СТЕКЛ. Б/РТУТНЫЙ,2.0,601.0,186.68,B,B,B,
ТЕРМОМЕТР МЕД. МАКС. СТЕКЛ. РТУТНЫЙ,18.0,7679.0,2430.47,A,A,A,Z
ТЕРМОМЕТР МЕД. МАКС. ТЕРМОМЕТРИЧ. Д/ЛЕГК. ВСТРЯХ. ФУТ.,2.0,620.99,209.51,B,B,B,
ТЕРМОПСОЛ №10 ТАБ. (ТАБЛЕТКИ ОТ КАШЛЯ) /ФАРМСТАНДАРТ ЛЕКСРЕДСТВА/,4.0,136.0,45.599999999999994,B,C,C,
ТЕРМОПСОЛ №20 ТАБ. (ТАБЛЕТКИ ОТ КАШЛЯ) /ФАРМСТАНДАРТ ЛЕКСРЕДСТВА/,7.0,437.0,141.56,A,C,B,
ТЕРМОПСОЛ №50 ТАБ. (ТАБЛЕТКИ ОТ КАШЛЯ) /ФАРМСТАНДАРТ ЛЕКСРЕДСТВА/,2.0,182.0,10.719999999999999,B,C,,
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ ЕВА №1,4.0,91.0,37.07,B,C,C,
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ И-ТЕСТ ПЛЮС №1 [ITEST],5.0,183.0,69.59,B,C,C,
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ КЛИАБЛУ ИЗИ №1 И/М [CLEAR BLUE],7.0,1533.0,547.23,A,B,A,
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ КЛИАБЛУ КОМПАКТ №2 И/М [CLEAR BLUE],3.0,1035.0,322.29,B,B,A,
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ КЛИАБЛУ ПЛЮС №1 [CLEAR BLUE PLUS],10.0,1971.93,584.51,A,A,A,Z
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ КЛИАБЛУ ЦИФРОВОЙ С ИНД.СРОКА №1 [CLEAR BLUE],7.0,4089.0,1241.0700000000002,A,A,A,Z
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ ЛЕДИ ЧЕК №1 [LADY CHECK],9.0,150.0,59.52,A,C,C,
ТЕСТ Д/ОПРЕД. БЕРЕМЕННОСТИ ЛЕДИ-С [LADY-S TEST],6.0,120.0,46.739999999999995,A,C,C,
ТЕСТ ИММУНОХРОМ-НАРКО-ЭКСПРЕСС ТЕСТ НА НАРКОТИКОВ (10 ВИДОВ) В МОЧЕ №1 ИХА-10,1.0,400.0,124.13999999999999,C,C,B,
ТЕСТ НА БЕРЕМЕННОСТЬ ВЫСОКОЧУВСТВИТЕЛЬНЫЙ 1 ШТ. КЛЕВЕР,1.0,24.11,1.120000000000001,C,,,
ТЕСТ-ЭКСПРЕСС Д/ОПРЕД. АНТИТЕЛ COVID-19 SARS-COV-2-ИХА IGG/IGM,3.0,2631.55,636.55,B,A,A,
ТЕСТ-ЭКСПРЕСС НА ВЫЯВЛ. АНТИГЕНА ПО СЛЮНЕ LECCURATE COVID-19 №1,1.0,760.0,121.02999999999997,C,B,B,
"ТЕСТИС КОМПОЗИТУМ 2,2МЛ. №5 Р-Р Д/В/М,П/К ГОМЕОПАТ. АМП.",3.0,4701.0,211.67999999999984,B,A,B,
ТЕСТОГЕНОН 500МГ. №30 КАПС.,1.0,1227.0,318.48,C,B,A,
ТЕТРАДЕРМ 15Г. КРЕМ Д/НАРУЖ.ПРИМ. ТУБА,2.0,1509.85,295.44999999999993,B,B,A,
ТЕТРАЦИКЛИН 1% 3Г. ГЛ. МАЗЬ ТУБА /ТАТХИМФАРМ/,25.0,1128.63,171.22,A,B,B,Z
ТЕТРАЦИКЛИН 100МГ. №20 ТАБ. П/П/О /БИОСИНТЕЗ/,9.0,1050.52,283.34000000000003,A,B,B,Z
ТЕТРАЦИКЛИН 100МГ. №20 ТАБ. П/П/О /БИОХИМИК/,7.0,857.0,262.73,A,B,B,Z
ТЕТРАЦИКЛИН 3% 15Г. №1 МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА /БИОСИНТЕЗ/,7.0,632.64,101.60999999999999,A,B,B,
ТЕТРАЦИКЛИН-ЛЕКТ 100МГ. №20 ТАБ. П/О /ТЮМЕНСКИЙ/,8.0,902.0,251.01,A,B,B,Z
ТЕТРАЦИКЛИНОВАЯ 1% 5Г. ГЛ. МАЗЬ ТУБА /ТАТХИМФАРМ/,23.0,1620.0,316.46999999999997,A,B,A,
ТИАМИНА ХЛОРИД 50МГ/МЛ. 1МЛ. №10 Р-Р Д/В/М ВВЕД. АМП. (ВИТАМИН В1) /БОРИСОВСКИЙ/,1.0,36.0,5.879999999999999,C,,,
